roll,pitch,thumb,pointer,middle,ax,ay,az,sign
-54.97,10.98,254,254,253,-2.13,-9.00,6.31,open
-58.19,3.27,253,253,253,-0.71,-10.62,6.59,open
-55.19,4.60,244,253,253,-0.94,-9.57,6.65,open
-48.93,2.55,253,253,253,-0.39,-6.57,5.73,open
-51.07,3.10,253,253,253,-0.48,-6.87,5.55,open
-47.04,2.51,255,253,253,-0.37,-6.23,5.80,open
-47.57,7.40,253,253,253,-1.13,-6.40,5.85,open
-53.03,10.28,253,253,253,-1.73,-7.63,5.74,open
-53.30,12.23,253,253,253,-2.16,-7.98,5.95,open
-50.78,10.08,253,253,253,-1.67,-7.29,5.95,open
-49.49,11.09,253,253,253,-1.81,-7.03,6.01,open
-56.02,1.43,253,253,253,-0.28,-9.13,6.15,open
-61.46,-11.17,253,253,253,2.41,-10.73,5.83,open
-45.20,-0.73,253,253,253,0.14,-7.76,7.71,open
-49.23,7.68,255,253,252,-1.48,-8.33,7.19,open
-63.13,9.76,253,253,253,-2.56,-13.29,6.73,open
-61.22,23.53,253,253,251,-4.57,-9.20,5.05,open
-54.61,52.67,250,253,253,-6.81,-4.23,3.01,open
-77.97,55.35,253,253,253,-8.28,-5.60,1.19,open
-49.69,69.26,253,253,254,-8.26,-2.38,2.02,open
-62.55,53.77,253,253,253,-5.85,-3.80,1.98,open
-67.33,27.74,253,253,253,-4.10,-7.19,3.00,open
-66.68,18.85,251,253,253,-2.88,-7.75,3.34,open
-77.12,11.87,253,255,253,-2.12,-9.82,2.25,open
-75.23,13.78,253,251,253,-2.29,-9.02,2.38,open
-75.52,13.53,253,253,253,-2.48,-9.97,2.57,open
-73.32,15.11,252,252,253,-2.75,-9.76,2.92,open
-74.36,15.59,253,253,253,-2.98,-10.28,2.88,open
-73.71,20.89,253,253,253,-4.02,-10.10,2.95,open
-63.75,28.95,253,253,253,-5.28,-8.55,4.22,open
-67.05,33.71,253,253,253,-6.38,-8.81,3.73,open
-67.77,40.55,253,253,253,-7.86,-8.50,3.47,open
-68.33,41.76,253,253,253,-7.65,-7.96,3.16,open
-67.39,43.95,252,246,253,-6.61,-6.33,2.64,open
-62.24,40.53,253,253,253,-5.38,-5.57,2.93,open
-60.97,27.63,253,253,253,-3.66,-6.11,3.39,open
-61.80,25.04,253,253,253,-3.51,-6.62,3.55,open
-64.13,23.40,253,253,252,-3.37,-7.00,3.39,open
-66.04,21.38,253,253,253,-3.59,-8.39,3.73,open
-67.35,13.61,252,254,253,-2.33,-8.89,3.71,open
-72.12,0.53,253,253,253,-0.11,-11.40,3.68,open
-62.36,13.96,253,252,251,-2.77,-9.87,5.17,open
-47.59,21.44,253,253,253,-2.98,-5.61,5.12,open
-52.37,17.02,253,253,253,-3.88,-10.04,7.74,open
-38.33,14.65,250,253,253,-2.72,-6.46,8.17,open
-34.33,16.71,253,253,253,-2.77,-5.20,7.62,open
-29.80,19.62,255,253,253,-2.92,-4.07,7.10,open
-23.72,17.09,252,254,253,-2.82,-3.69,8.40,open
-24.48,4.36,253,253,253,-0.77,-4.20,9.22,open
-27.65,-2.53,253,253,253,0.53,-5.59,10.66,open
-34.03,-8.61,253,252,253,1.81,-6.70,9.93,open
-35.21,-10.88,250,253,253,2.08,-6.25,8.85,open
-39.69,-8.77,253,253,253,1.52,-6.28,7.57,open
-38.92,-1.91,253,253,253,0.33,-6.17,7.64,open
-40.02,-5.52,254,253,253,0.96,-6.39,7.61,open
-35.71,-5.94,253,253,250,1.13,-6.37,8.86,open
-35.90,-14.60,247,253,253,3.31,-7.46,10.30,open
-23.13,-15.83,253,253,253,3.87,-5.36,12.55,open
-34.67,-13.95,253,253,253,3.28,-7.50,10.84,open
-32.69,-8.36,253,253,253,1.53,-5.63,8.77,open
-39.04,4.05,251,255,253,-0.67,-5.96,7.35,open
-35.09,33.49,253,253,253,-5.64,-4.90,6.97,open
-37.78,51.65,252,252,253,-7.06,-3.42,4.42,open
-58.23,42.29,253,253,253,-6.40,-5.99,3.71,open
-44.82,40.12,252,254,253,-5.44,-4.55,4.58,open
-53.68,21.92,253,253,253,-3.96,-7.93,5.83,open
-56.15,13.20,253,253,253,-2.34,-8.28,5.55,open
-60.34,3.87,251,249,253,-0.71,-9.16,5.22,open
-70.89,-1.14,253,253,253,0.23,-11.16,3.87,open
-79.16,-0.42,252,253,253,0.10,-12.97,2.49,open
-77.18,8.14,253,253,253,-1.77,-12.04,2.74,open
-73.37,12.84,253,253,254,-2.89,-12.16,3.63,open
-67.56,14.17,252,255,253,-2.97,-10.87,4.49,open
-65.71,12.14,253,253,253,-2.25,-9.53,4.30,open
-63.45,5.97,253,253,253,-0.90,-7.69,3.85,open
-105.79,24.18,253,252,251,-3.20,-6.85,-1.94,open
-116.64,42.19,253,253,252,-5.05,-4.98,-2.50,open
-119.91,31.79,253,253,255,-3.61,-5.05,-2.90,open
-112.23,28.95,253,253,255,-3.81,-6.37,-2.60,open
-108.79,20.76,254,255,253,-3.56,-8.88,-3.02,open
-103.78,19.58,253,253,253,-2.46,-6.71,-1.64,open
-97.11,4.48,253,253,253,-0.71,-9.04,-1.13,open
-96.32,-15.64,253,253,249,3.50,-12.43,-1.38,open
-101.78,-20.90,253,253,253,5.13,-13.16,-2.74,open
-103.22,-18.63,253,253,253,4.68,-13.50,-3.17,open
-103.56,-17.08,253,253,253,3.80,-12.01,-2.90,open
-106.54,-12.31,253,253,253,2.39,-10.49,-3.11,open
-116.17,-8.06,253,253,255,1.35,-8.55,-4.20,open
-135.21,2.96,254,253,253,-0.40,-5.48,-5.52,open
-139.55,10.29,255,252,252,-1.73,-6.18,-7.25,open
-157.59,14.82,253,253,253,-1.94,-2.79,-6.78,open
-165.84,17.45,253,253,253,-2.28,-1.77,-7.02,open
177.92,41.61,253,253,253,-4.93,0.20,-5.55,open
144.12,51.19,253,253,255,-8.42,3.97,-5.49,open
132.56,54.03,251,253,253,-11.54,6.17,-5.66,open
140.12,48.42,251,253,253,-8.17,4.65,-5.56,open
139.42,37.50,253,253,251,-6.17,5.23,-6.10,open
138.16,31.18,253,252,247,-5.10,5.62,-6.28,open
151.12,29.68,255,253,253,-4.61,3.91,-7.09,open
147.30,26.09,253,251,250,-3.63,4.01,-6.25,open
156.26,-2.25,255,253,251,0.30,3.04,-6.91,open
163.51,-17.07,253,253,252,2.18,2.01,-6.79,open
-18.14,-84.46,254,253,253,10.71,-0.32,0.99,open
15.13,-79.04,253,254,253,10.56,0.53,1.98,open
-1.64,-81.31,255,253,251,10.96,-0.05,1.67,open
20.79,-76.12,249,253,253,11.33,0.99,2.62,open
13.24,-70.50,253,253,253,9.51,0.77,3.28,open
17.25,-72.46,253,253,253,15.53,1.46,4.69,open
36.42,-72.27,253,253,253,13.73,2.61,3.53,open
42.67,-70.63,253,253,253,12.79,3.05,3.31,open
49.33,-65.82,253,255,253,11.79,4.02,3.45,open
53.73,-64.39,254,253,253,10.64,4.11,3.02,open
67.21,-68.60,253,253,253,10.55,3.81,1.60,open
82.81,-60.39,253,253,253,8.78,4.95,0.62,open
160.72,-71.22,253,253,253,5.71,0.64,-1.83,open
169.31,-64.64,253,253,254,7.43,0.65,-3.46,open
-145.91,-27.90,253,253,253,4.08,-4.32,-6.38,open
-167.83,-24.79,253,253,253,2.35,-1.07,-4.98,open
-159.23,-48.29,253,253,254,4.45,-1.41,-3.71,open
-106.60,-57.04,254,255,253,8.18,-5.08,-1.52,open
-81.16,-80.28,253,253,253,10.10,-1.71,0.27,open
-81.78,-60.23,253,252,254,9.43,-5.34,0.77,open
-63.92,-52.05,253,252,252,8.10,-5.67,2.78,open
-78.04,-30.27,253,253,253,7.01,-11.76,2.49,open
-76.29,-23.99,253,255,253,5.94,-12.98,3.17,open
-67.88,-13.03,253,253,253,2.78,-11.11,4.52,open
-77.17,7.75,254,253,253,-1.60,-11.43,2.60,open
-81.71,12.20,252,251,253,-2.67,-12.22,1.78,open
-84.30,26.71,253,253,253,-5.35,-10.58,1.06,open
-87.92,38.84,253,253,253,-7.71,-9.57,0.35,open
-123.20,67.99,253,253,253,-7.09,-2.40,-1.57,open
-105.53,50.49,254,253,253,-7.42,-5.89,-1.64,open
-98.84,51.58,253,253,253,-7.33,-5.74,-0.89,open
-95.69,40.20,253,253,253,-6.18,-7.28,-0.73,open
-93.31,21.82,253,253,254,-3.68,-9.19,-0.53,open
-99.25,21.31,252,253,253,-4.19,-10.60,-1.73,open
-100.58,30.38,251,253,253,-4.75,-7.96,-1.49,open
-95.33,42.25,253,253,252,-5.71,-6.26,-0.58,open
-85.91,27.23,253,253,253,-4.25,-8.24,0.59,open
-86.17,12.06,253,252,251,-1.83,-8.55,0.57,open
-92.90,13.32,253,253,253,-2.25,-9.50,-0.48,open
-88.63,18.20,253,253,253,-3.58,-10.89,0.26,open
-90.70,21.72,253,253,253,-3.52,-8.83,-0.11,open
-87.39,8.73,253,253,253,-1.53,-9.97,0.45,open
-81.16,3.32,253,254,253,-0.54,-9.27,1.44,open
-78.34,-18.58,253,252,253,4.38,-12.77,2.64,open
-86.22,-14.44,253,253,253,3.24,-12.55,0.83,open
-73.88,-8.72,253,253,250,1.93,-12.11,3.50,open
-69.43,-0.79,253,253,253,0.20,-13.63,5.12,open
-67.16,6.06,252,253,253,-1.20,-10.42,4.39,open
-81.04,26.45,255,252,253,-3.44,-6.84,1.08,open
-105.69,64.21,246,253,253,-9.64,-4.48,-1.26,open
-101.43,62.71,253,253,253,-6.34,-3.21,-0.65,open
-81.13,50.49,253,253,253,-4.63,-3.77,0.59,open
-76.10,4.62,253,253,253,-0.18,-2.16,0.53,open
-76.26,11.45,253,252,255,-1.07,-5.11,1.25,open
-57.61,5.43,253,252,254,-0.68,-6.06,3.84,open
-71.28,-0.12,253,253,253,0.03,-13.35,4.52,open
-65.51,-4.58,253,253,253,1.08,-12.33,5.62,open
-53.12,-5.08,253,253,253,1.15,-10.35,7.76,open
-49.91,-16.71,250,253,253,3.94,-10.04,8.45,open
-43.12,-13.85,251,248,253,3.19,-8.83,9.44,open
-34.91,-20.58,251,253,253,3.99,-6.08,8.71,open
-38.27,-18.51,253,253,254,3.61,-6.68,8.47,open
-34.72,-24.21,253,253,253,4.88,-6.18,8.92,open
-31.72,-26.06,253,253,254,5.09,-5.48,8.86,open
-29.41,-17.45,253,253,253,3.72,-5.81,10.31,open
-15.58,-13.99,253,253,253,2.90,-3.12,11.20,open
-14.64,-13.34,253,253,253,3.22,-3.43,13.15,open
-11.03,-13.35,253,253,253,2.35,-1.90,9.73,open
-39.77,-20.98,253,253,253,3.70,-6.18,7.42,open
-29.47,-7.77,253,253,253,1.20,-4.34,7.68,open
-32.44,6.59,253,253,253,-1.00,-4.64,7.30,open
-25.23,15.74,253,253,253,-2.47,-3.73,7.91,open
-26.27,15.98,253,253,254,-2.47,-3.81,7.72,open
-34.26,17.91,252,254,253,-3.24,-5.65,8.30,open
-43.22,15.66,253,253,253,-3.23,-7.89,8.39,open
-46.27,-2.42,253,253,253,0.50,-8.46,8.09,open
-54.35,-10.06,253,253,253,2.21,-10.10,7.24,open
-47.43,-18.36,253,253,253,3.45,-7.65,7.03,open
-55.32,-19.97,253,253,253,3.42,-7.73,5.35,open
-57.00,-25.03,255,255,253,4.16,-7.47,4.85,open
-63.26,-24.12,253,255,253,4.16,-8.30,4.18,open
-62.35,-24.30,253,253,253,4.23,-8.30,4.35,open
-64.76,-21.19,250,253,253,3.82,-8.92,4.21,open
-65.77,-15.35,253,253,253,3.12,-10.36,4.66,open
-55.03,-14.74,253,253,253,2.46,-7.65,5.35,open
-73.04,-15.31,253,253,253,2.81,-9.83,3.00,open
-74.67,-18.22,253,252,255,3.42,-10.03,2.75,open
-80.30,-29.18,253,253,254,5.29,-9.34,1.60,open
-76.27,-23.12,253,253,253,3.82,-8.69,2.12,open
-86.57,-16.61,253,253,253,2.15,-7.19,0.43,open
-101.32,-22.36,253,253,253,3.40,-8.11,-1.62,open
-101.17,-26.08,253,253,254,4.38,-8.78,-1.73,open
-100.61,-28.79,255,253,253,4.30,-7.69,-1.44,open
-103.17,-21.85,253,253,253,3.23,-7.86,-1.84,open
-105.05,-21.19,253,253,253,3.39,-8.46,-2.27,open
-102.71,-21.19,253,253,253,3.28,-8.26,-1.86,open
-105.87,-17.90,253,253,253,2.42,-7.19,-2.04,open
-109.06,-7.66,253,253,253,0.87,-6.12,-2.12,open
-102.97,-4.30,253,254,255,0.50,-6.52,-1.50,open
-95.83,-16.00,253,253,253,1.82,-6.33,-0.65,open
-84.18,-13.35,253,253,253,1.92,-8.04,0.82,open
-80.50,-15.00,252,252,253,2.59,-9.52,1.59,open
-75.03,-13.64,253,253,253,2.58,-10.28,2.75,open
-68.14,-17.63,252,252,253,3.52,-10.27,4.12,open
-62.92,-18.68,253,253,253,3.14,-8.26,4.23,open
-64.73,-12.37,253,253,253,2.36,-9.72,4.59,open
-68.79,-7.23,252,254,253,1.61,-11.80,4.58,open
-66.32,-4.15,253,253,253,0.96,-12.19,5.35,open
-57.62,-3.70,251,253,253,0.80,-10.45,6.63,open
-61.25,10.62,250,248,253,-2.66,-12.43,6.82,open
-50.40,37.71,253,254,253,-7.36,-7.34,6.07,open
-52.63,45.45,253,253,253,-8.07,-6.32,4.82,open
-68.29,44.40,255,253,253,-6.55,-6.21,2.47,open
-79.45,12.26,253,250,253,-2.15,-9.73,1.81,open
-76.09,12.96,253,253,253,-2.44,-10.28,2.55,open
-53.35,25.84,252,253,253,-2.96,-4.90,3.64,open
-70.23,24.10,250,253,253,-4.13,-8.68,3.12,open
-78.82,22.05,253,253,253,-4.89,-11.83,2.34,open
-84.44,11.74,253,253,253,-2.86,-13.70,1.33,open
-81.46,12.65,253,252,252,-2.83,-12.48,1.87,open
-75.09,10.86,253,253,253,-2.28,-11.48,3.06,open
-73.49,15.30,253,253,253,-2.73,-9.57,2.84,open
-72.88,21.98,253,252,253,-3.36,-7.95,2.45,open
-77.25,29.97,253,253,253,-4.30,-7.28,1.65,open
-82.69,37.29,253,254,253,-5.16,-6.72,0.86,open
-85.62,41.36,251,255,253,-5.98,-6.78,0.52,open
-90.10,47.51,253,253,254,-7.46,-6.83,-0.01,open
-94.52,49.95,253,253,253,-7.87,-6.60,-0.52,open
-99.99,49.95,252,254,253,-7.62,-6.30,-1.11,open
-101.96,47.56,253,253,253,-7.37,-6.59,-1.40,open
-106.54,53.77,253,253,253,-7.47,-5.25,-1.56,open
-104.67,59.73,253,253,253,-8.25,-4.66,-1.22,open
-97.22,55.22,253,253,253,-7.24,-4.99,-0.63,open
-81.66,51.49,253,253,253,-5.71,-4.49,0.66,open
-78.32,36.28,255,253,252,-4.27,-5.70,1.18,open
-72.60,22.50,253,253,253,-4.00,-9.22,2.89,open
-64.53,18.47,245,253,253,-3.24,-8.76,4.17,open
-71.62,22.02,253,253,253,-3.38,-7.93,2.63,open
-71.86,26.03,253,253,253,-4.29,-8.34,2.73,open
-68.11,24.70,253,253,253,-4.49,-9.06,3.64,open
-73.44,16.67,253,252,252,-3.74,-11.99,3.56,open
-74.78,15.87,253,253,253,-4.10,-13.92,3.79,open
-72.43,25.30,253,252,252,-5.18,-10.45,3.31,open
-74.81,28.65,253,253,253,-4.95,-8.75,2.38,open
-78.26,43.42,254,255,253,-5.59,-5.78,1.20,open
-89.81,53.33,253,253,253,-5.81,-4.33,0.01,open
-86.51,38.83,253,253,253,-5.83,-7.23,0.44,open
-90.36,45.50,253,253,253,-6.12,-6.02,-0.04,open
-90.84,46.44,253,253,253,-6.89,-6.55,-0.10,open
-90.56,46.42,253,253,255,-7.24,-6.89,-0.07,open
-91.03,51.08,253,253,253,-7.95,-6.42,-0.11,open
-89.31,56.79,255,253,252,-8.86,-5.80,0.07,open
-79.18,67.06,248,253,253,-8.35,-3.47,0.66,open
-77.11,38.43,244,253,253,-6.04,-7.41,1.70,open
-70.05,30.29,254,253,253,-4.70,-7.56,2.74,open
-57.90,20.58,253,253,253,-2.47,-5.58,3.50,open
-55.35,-5.09,253,253,253,0.81,-7.46,5.15,open
-54.36,-22.54,253,253,253,3.89,-7.62,5.47,open
-50.89,-22.24,253,253,248,4.00,-7.60,6.18,open
-48.28,-21.16,253,253,254,4.21,-8.12,7.24,open
-43.99,-19.77,253,253,253,3.91,-7.56,7.83,open
-50.72,-21.82,252,254,253,4.75,-9.17,7.50,open
-52.11,-28.70,253,253,253,6.68,-9.63,7.50,open
-49.77,-28.40,253,253,253,6.58,-9.28,7.86,open
-44.43,-30.41,253,253,253,6.73,-8.03,8.19,open
-40.51,-31.89,253,253,253,6.17,-6.44,7.54,open
-42.18,-32.23,253,254,253,4.74,-5.04,5.57,open
-48.77,-29.12,253,253,253,3.01,-4.06,3.56,open
-62.66,-32.56,253,253,253,3.50,-4.87,2.52,open
-61.62,-26.80,253,253,253,3.45,-6.00,3.24,open
-67.74,-8.30,253,248,253,1.56,-9.89,4.05,open
-58.04,25.61,253,253,253,-4.21,-7.45,4.65,open
-52.77,26.67,253,253,253,-5.24,-8.31,6.31,open
-48.47,26.62,253,253,253,-4.56,-6.81,6.03,open
-41.39,31.65,253,253,253,-5.52,-5.92,6.72,open
-40.51,30.99,253,255,253,-5.37,-5.81,6.80,open
-41.64,28.86,253,251,253,-4.98,-6.00,6.75,open
-39.04,30.84,253,253,253,-5.04,-5.31,6.55,open
-35.47,36.94,252,252,253,-6.76,-5.21,7.32,open
-35.71,38.02,253,247,253,-6.82,-5.09,7.08,open
-23.31,23.04,253,253,253,-3.27,-3.05,7.07,open
-45.97,0.88,253,253,253,-0.13,-6.25,6.05,open
-50.80,-10.30,253,253,253,1.71,-7.30,5.95,open
-52.29,-8.17,253,253,253,1.44,-7.95,6.15,open
-42.16,-1.18,253,250,253,0.21,-6.77,7.47,open
-40.30,-4.18,253,252,253,0.66,-5.85,6.90,open
-33.88,-7.35,253,253,251,1.34,-5.80,8.63,open
-26.93,-10.62,253,253,253,2.23,-5.39,10.61,open
-14.79,-7.79,251,249,253,1.73,-3.23,12.25,open
-26.05,-9.81,254,255,253,2.54,-6.44,13.17,open
-33.39,-12.91,253,253,255,3.38,-8.10,12.30,open
-31.62,1.90,253,252,250,-0.36,-5.68,9.23,open
-31.47,31.35,253,253,253,-4.15,-3.56,5.82,open
-45.61,44.57,253,253,254,-5.48,-3.97,3.89,open
-49.97,37.39,251,255,253,-5.60,-5.61,4.71,open
-55.04,14.60,253,253,253,-2.70,-8.49,5.94,open
-43.52,-1.70,253,253,253,0.25,-5.72,6.02,open
-53.72,-8.80,253,253,253,1.58,-8.24,6.05,open
-54.64,-10.46,251,251,253,2.00,-8.83,6.27,open
-55.60,-3.86,253,253,253,0.77,-9.38,6.42,open
-54.88,2.95,253,255,253,-0.60,-9.53,6.70,open
-59.92,5.18,253,253,253,-1.06,-10.07,5.83,open
-71.12,13.22,253,253,253,-3.03,-12.20,4.17,open
-73.19,9.34,253,253,253,-2.25,-13.10,3.96,open
-64.76,3.64,253,254,253,-0.91,-12.88,6.07,open
-68.78,-0.16,253,253,246,0.04,-11.87,4.61,open
-73.39,-3.87,253,253,253,0.67,-9.42,2.81,open
-67.28,2.65,253,253,253,-0.30,-5.92,2.48,open
-72.61,20.75,253,254,253,-1.71,-4.31,1.35,open
-87.75,57.64,253,253,253,-7.88,-4.99,0.20,open
-101.00,65.68,253,253,253,-15.13,-6.71,-1.30,open
-98.41,47.79,253,253,255,-11.52,-10.34,-1.53,open
-94.85,35.91,253,253,253,-7.19,-9.90,-0.84,open
-95.38,28.71,252,252,253,-4.67,-8.49,-0.80,open
-101.51,16.10,253,254,253,-1.99,-6.76,-1.38,open
-107.66,13.44,253,253,250,-1.58,-6.31,-2.01,open
-117.84,5.72,253,253,250,-0.60,-5.29,-2.79,open
-105.81,16.52,252,252,254,-1.67,-5.42,-1.53,open
-82.04,-1.27,255,253,252,0.21,-9.21,1.29,open
-83.03,1.25,253,253,254,-0.29,-13.08,1.60,open
-81.44,2.45,253,253,253,-0.80,-18.51,2.79,open
-88.63,5.57,252,254,253,-1.51,-15.48,0.37,open
-90.34,8.83,253,252,250,-2.30,-14.81,-0.09,open
-85.51,7.14,253,251,253,-1.89,-15.05,1.18,open
-83.54,8.25,253,253,253,-1.72,-11.80,1.34,open
-87.23,15.53,253,253,253,-2.45,-8.80,0.43,open
-95.86,26.30,253,253,253,-4.02,-8.09,-0.83,open
-131.26,32.44,253,253,253,-3.25,-3.84,-3.37,open
-146.08,33.14,253,253,253,-3.63,-3.10,-4.61,open
-168.98,52.58,253,253,253,-8.43,-1.23,-6.33,open
-159.16,56.05,253,253,254,-10.99,-2.63,-6.92,open
-149.62,46.06,253,253,253,-7.41,-3.61,-6.16,open
-161.10,45.87,253,252,252,-5.63,-1.77,-5.17,open
-142.92,13.31,253,253,253,-1.02,-2.60,-3.44,open
-87.63,-2.47,251,253,253,0.22,-5.09,0.21,open
-78.39,-5.08,246,253,254,0.96,-10.53,2.16,open
-76.21,3.53,246,253,253,-0.82,-12.98,3.19,open
-73.14,8.88,253,253,253,-1.87,-11.45,3.47,open
-70.85,7.72,252,253,253,-1.80,-12.56,4.36,open
-64.55,17.11,253,253,253,-3.38,-9.92,4.72,open
-65.92,18.76,253,254,253,-4.02,-10.81,4.83,open
-68.59,16.79,253,253,253,-3.79,-11.70,4.58,open
-64.96,17.67,253,252,254,-3.62,-10.30,4.81,open
-63.25,17.58,254,255,253,-3.34,-9.40,4.74,open
-67.74,3.80,253,252,253,-0.83,-11.58,4.74,open
-64.33,-10.84,253,253,253,2.34,-11.01,5.29,open
-61.22,-23.92,253,253,253,4.94,-9.77,5.37,open
-64.72,-28.28,253,253,253,6.35,-10.67,5.04,open
-65.98,-40.45,253,252,253,6.35,-6.80,3.03,open
-70.47,-47.63,253,253,253,6.28,-5.40,1.92,open
-78.31,-37.39,253,253,253,3.99,-5.11,1.06,open
-90.29,9.89,253,253,253,-0.90,-5.16,-0.03,open
-66.79,55.46,248,253,253,-3.72,-2.35,1.01,open
-80.22,39.71,249,253,253,-6.03,-7.15,1.23,open
-83.79,24.31,247,253,253,-4.60,-10.12,1.10,open
-77.13,29.89,253,253,254,-6.34,-10.74,2.45,open
-59.15,33.83,253,253,253,-6.65,-8.52,5.09,open
-49.00,11.94,255,253,253,-2.76,-9.83,8.55,open
-37.75,5.62,253,252,255,-1.12,-6.99,9.03,open
-53.41,5.33,253,253,251,-1.20,-10.30,7.65,open
-52.79,6.38,253,253,253,-1.26,-8.97,6.81,open
-54.02,7.24,253,253,253,-1.27,-8.06,5.85,open
-55.07,10.54,253,253,253,-1.85,-8.15,5.69,open
-55.58,11.87,253,252,251,-2.39,-9.40,6.44,open
-54.40,5.91,255,253,253,-1.31,-10.32,7.39,open
-46.42,0.94,255,255,253,-0.21,-9.05,8.61,open
-40.52,-5.78,253,253,251,1.25,-8.00,9.37,open
-42.54,-6.76,253,250,253,1.52,-8.66,9.44,open
-45.78,-6.01,253,253,253,1.19,-8.11,7.89,open
-61.41,8.01,250,253,253,-1.50,-9.35,5.09,open
-71.50,21.40,251,251,253,-3.50,-8.48,2.84,open
-84.67,33.04,253,253,253,-4.51,-6.90,0.64,open
-94.73,41.73,253,255,253,-5.13,-5.73,-0.47,open
-84.08,29.81,253,253,253,-3.58,-6.21,0.64,open
-85.75,-2.71,253,253,253,0.40,-8.31,0.62,open
-87.04,-15.00,253,252,253,2.29,-8.53,0.44,open
-87.73,-16.27,253,253,253,2.76,-9.44,0.37,open
-79.41,-17.62,253,253,253,2.83,-8.76,1.64,open
-65.40,-16.53,253,252,252,2.18,-6.69,3.06,open
-62.44,-11.44,253,253,253,2.52,-11.02,5.75,open
-50.11,12.74,252,255,253,-2.81,-9.55,7.98,open
-60.16,3.90,253,253,253,-0.84,-10.63,6.10,open
-55.33,-0.52,253,253,253,0.12,-11.27,7.80,open
-54.13,3.11,253,252,253,-0.79,-11.83,8.56,open
-49.79,6.89,253,253,253,-1.58,-10.00,8.45,open
-53.96,6.34,253,252,254,-1.40,-10.22,7.43,open
-54.89,33.29,254,255,253,-4.63,-5.77,4.06,open
-83.95,43.23,255,253,253,-5.08,-5.37,0.57,open
-78.07,23.02,255,253,253,-4.13,-9.52,2.01,open
-76.63,29.18,253,252,253,-4.96,-8.65,2.05,open
-77.98,50.45,253,253,253,-8.23,-6.64,1.41,open
-81.81,42.14,255,253,252,-7.18,-7.85,1.13,open
-82.22,28.16,253,253,253,-5.61,-10.38,1.42,open
-78.76,30.25,252,249,253,-5.26,-8.85,1.76,open
-68.81,27.39,253,253,253,-4.08,-7.35,2.85,open
-68.31,12.86,255,253,253,-1.94,-7.91,3.15,open
-66.95,9.27,253,253,253,-1.44,-8.11,3.45,open
-59.63,9.67,252,253,253,-1.45,-7.34,4.30,open
-47.29,11.37,253,253,254,-1.83,-6.68,6.16,open
-47.11,8.86,254,253,253,-1.71,-8.06,7.48,open
-55.48,9.94,253,255,253,-2.25,-10.60,7.29,open
-65.79,9.07,253,254,253,-2.00,-11.45,5.15,open
-63.08,13.81,250,252,253,-2.97,-10.77,5.47,open
-64.77,5.42,253,253,253,-1.29,-12.31,5.80,open
-51.35,10.72,253,250,253,-2.09,-8.63,6.90,open
-44.12,7.34,253,253,253,-1.36,-7.38,7.61,open
-51.76,1.63,253,253,253,-0.33,-9.20,7.25,open
-49.92,2.09,253,253,253,-0.40,-8.33,7.01,open
-47.96,1.88,254,255,253,-0.28,-6.39,5.77,open
-55.95,31.01,255,253,253,-5.11,-7.04,4.76,open
-62.00,57.37,253,253,253,-9.22,-5.21,2.77,open
-62.13,61.02,253,253,254,-9.33,-4.57,2.42,open
-30.71,20.65,253,253,253,-3.86,-5.23,8.81,open
-34.80,9.99,248,253,253,-1.96,-6.35,9.14,open
-38.55,7.73,252,254,253,-1.54,-7.07,8.88,open
-48.92,3.05,253,253,253,-0.74,-10.41,9.08,open
-48.28,1.43,253,253,253,-0.33,-9.73,8.67,open
-63.19,-1.61,253,253,253,0.36,-11.32,5.72,open
-70.07,0.64,253,253,253,-0.10,-8.21,2.98,open
-102.23,13.37,253,253,253,-1.30,-5.35,-1.16,open
-141.78,34.65,253,253,253,-3.22,-2.89,-3.66,open
-146.51,47.03,253,255,253,-4.81,-2.47,-3.73,open
-109.52,24.83,253,251,253,-3.58,-7.30,-2.59,open
-96.97,10.47,253,253,253,-1.40,-7.50,-0.92,open
-81.15,-4.18,253,253,253,0.67,-9.00,1.40,open
-53.13,-2.39,253,253,253,0.33,-6.25,4.69,open
-60.51,-7.61,253,253,253,1.60,-10.45,5.91,open
-46.20,5.68,253,253,253,-1.16,-8.40,8.06,open
-50.24,4.13,253,253,253,-0.98,-10.47,8.71,open
-50.99,5.13,254,253,253,-1.11,-9.59,7.77,open
-54.63,10.88,253,255,253,-2.24,-9.52,6.76,open
-53.84,14.42,249,253,253,-3.00,-9.42,6.89,open
-52.85,10.59,253,253,254,-2.17,-9.24,7.00,open
-54.11,5.17,249,253,253,-1.11,-9.91,7.17,open
-49.17,-7.60,253,248,253,1.46,-8.29,7.17,open
-55.16,-17.89,244,253,253,4.07,-10.35,7.20,open
-51.27,-35.32,254,253,253,7.58,-8.34,6.69,open
-55.98,-48.43,253,253,253,8.54,-6.28,4.24,open
-71.23,-46.53,253,253,253,8.07,-7.24,2.46,open
-101.04,-44.11,253,253,252,5.70,-5.77,-1.13,open
-136.47,-35.24,253,253,253,3.26,-3.18,-3.34,open
-143.04,-20.29,253,253,253,2.85,-4.64,-6.17,open
-155.96,-4.98,253,252,253,0.70,-3.29,-7.37,open
-148.67,-0.16,253,253,253,0.02,-4.44,-7.29,open
-143.41,-17.62,253,253,253,2.50,-4.69,-6.31,open
-121.82,-42.88,252,252,253,6.34,-5.80,-3.60,open
